0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LHR,LHR,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,CDG,0,0,0,0,0,94055.35899336248,43780.92218177685,21479.304069617494,0,0,0,5144.63734527481,8972.710187579389,6403.261347554914,0,0,0,8736.453295366988,432644.5277450883,122598.5233107647,0,0,0,73939.36940364691,3351.024995054848,49431.09890123184,0,0,0,0
LHR,AMS,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,FRA,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,MAD,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,BCN,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,MUC,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,FCO,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,DUB,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,ARN,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,LIS,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,TXL,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,HEL,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,WAW,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,EDI,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,OTP,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,HER,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,KEF,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,PMO,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
LHR,FNC,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
CDG,LHR,0,0,0,0,0,81473.05187435189,124040.30684733564,5241.385619874676,0,0,0,23437.95600801054,5738.260370071159,27030.10174622068,0,0,0,21499.72775258384,29302.325393414423,27959.678640585124,0,0,0,10750.828854564257,58023.60334604784,64784.081884268446,0,0,0,0
CDG,CDG,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0
CDG,AMS,0,0,0,0,0,0.0,0.0,441477.1595417827,0,0,0,0.0,139136.35479355897,28377.73074993493,0,0,0,12616.582169388734,4010.3011116105267,3099.110655158937,0,0,0,76809.5869443472,14491.825746508965,47397.58014599994,0,0,0,0
CDG,FRA,0,0,0,0,0,37471.60291390602,180428.06668641546,4222.079256085645,0,0,0,36752.637557432194,5961.153874325175,33913.340344962395,0,0,0,3848.7060008120443,7628.828323155172,58784.31173809514,0,0,0,24489.522411732254,10488.913873774094,78403.81126648995,0,0,0,0
CDG,MAD,0,0,0,0,0,0.0,26068.5578666182,7083.7453760684775,0,0,0,0.0,90639.18384550727,570.3933666292311,0,0,0,0.0,112033.19413151906,17720.232356007808,0,0,0,11567.540056002224,20202.74622946219,4575.226567614976,0,0,0,0
CDG,BCN,0,0,0,0,0,8141.5111829052385,6754.350674589198,2494.6139745912565,0,0,0,25993.4445394332,23227.115967367397,3078.8792389139635,0,0,0,13656.224412506985,13161.238905576723,7336.735487463149,0,0,0,11876.453518931265,1661.8766774506098,11126.423746073764,0,0,0,0
CDG,MUC,0,0,0,0,0,3515.1878207869513,9934.591687908602,6620.453651760864,0,0,0,2968.2791447825316,5523.624214280396,7131.055621485443,0,0,0,9558.793483043622,9497.77553760441,8248.935725615298,0,0,0,1821.692307744032,4058.9093808076495,2503.997512803563,0,0,0,0
CDG,FCO,0,0,0,0,0,9244.98151169375,16467.579285666834,10072.155744192236,0,0,0,1133.3800130695736,5928.785401866121,1173.7744856875686,0,0,0,2755.904463896976,7222.141747183915,77238.52222361794,0,0,0,10560.66469084049,2365.3814268468273,33843.271793628155,0,0,0,0
CDG,DUB,0,0,0,0,0,24380.44104348437,47629.71268939753,497.4949890511688,0,0,0,23236.504405784508,2478.776376629773,2082.8535129957545,0,0,0,3201.7837258009376,2914.958250404918,276.873342451211,0,0,0,17038.716588243202,1206.4640537691612,28449.421750601392,0,0,0,0
CDG,ARN,0,0,0,0,0,1761.6062037043305,17264.27408670273,9118.563743575634,0,0,0,2153.5311626772004,15095.053486748911,4135.616033127239,0,0,0,2640.096748230023,6960.295364071529,9498.80790558518,0,0,0,39932.71902973668,1854.85846697308,19034.314314434625,0,0,0,0
CDG,LIS,0,0,0,0,0,15285.525868139435,4090.856227736035,4622.061806838519,0,0,0,26606.439156123964,7511.404672953834,4388.0402491686045,0,0,0,7589.6959988599365,2721.070375213975,2425.252053838137,0,0,0,35912.132072735265,12105.004404827388,24914.73134120273,0,0,0,0
CDG,TXL,0,0,0,0,0,2809.215902274514,22085.1998267582,1878.2391682546088,0,0,0,7654.060108508947,48219.1413326178,420.5950744068592,0,0,0,464.1483611765052,22361.977198591143,40519.89249566598,0,0,0,10778.865235836753,1386.8812673932134,21500.87620992641,0,0,0,0
CDG,HEL,0,0,0,0,0,4600.203050722204,5130.427603041315,1922.961671059392,0,0,0,24364.948969537945,17819.047336584706,2378.719376082755,0,0,0,5558.211663795194,4298.3461818185915,16670.37965321344,0,0,0,4720.374833964575,1850.1043703450048,20757.6288100204,0,0,0,0
CDG,WAW,0,0,0,0,0,4224.657617485957,674.3418943614129,2802.3396586424183,0,0,0,0.0,55919.17411523605,3502.326117745037,0,0,0,3460.4898087308425,11392.055052265154,3495.216230060852,0,0,0,2425.6912656445043,3670.660582046872,17698.780314286818,0,0,0,0
CDG,EDI,0,0,0,0,0,0.0,14492.584417686514,7543.426200090254,0,0,0,6787.752302530924,9487.26905929807,8322.004720290339,0,0,0,12583.862016311536,17308.806676782042,1103.7958576261533,0,0,0,7168.258474605538,7788.496223705152,26324.757829932998,0,0,0,0
CDG,OTP,0,0,0,0,0,13697.538136953508,8679.170479119191,1375.2198566856628,0,0,0,8425.102474643149,4050.8838330340013,2762.7404531449424,0,0,0,15812.319016449768,3216.8514733957586,36322.28209976102,0,0,0,8722.375334340068,3508.3561186940974,1017.3913991516914,0,0,0,0
