LHR,LHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,CDG,0,0,0,0,0,94055.35899,43780.92218,21479.30407,0,0,0,5144.637345,8972.710188,6403.261348,0,0,0,8736.453295,432644.5277,122598.5233,0,0,0,73939.3694,3351.024995,49431.0989,0,0,0,0
LHR,AMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,MAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,BCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,MUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,FCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,DUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,ARN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,LIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,TXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,HEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,WAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,EDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,OTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,HER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,KEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,PMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHR,FNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDG,LHR,0,0,0,0,0,81473.05187,124040.3068,5241.38562,0,0,0,23437.95601,5738.26037,27030.10175,0,0,0,21499.72775,29302.32539,27959.67864,0,0,0,10750.82885,58023.60335,64784.08188,0,0,0,0
CDG,CDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDG,AMS,0,0,0,0,0,5064.941597,488619.7655,67792.45241,0,0,0,143739.6329,115396.7219,28377.73075,0,0,0,12616.58217,4010.301112,3099.110655,0,0,0,76809.58694,14491.82575,47397.58015,0,0,0,0
CDG,FRA,0,0,0,0,0,37471.60291,180428.0667,4222.079256,0,0,0,36752.63756,5961.153874,33913.34034,0,0,0,3848.706001,7628.828323,58784.31174,0,0,0,24489.52241,10488.91387,78403.81127,0,0,0,0
CDG,MAD,0,0,0,0,0,138731.4768,30337.08106,7083.745376,0,0,0,13514.82683,100124.357,570.3933666,0,0,0,175274.6726,102758.5216,17720.23236,0,0,0,11567.54006,20202.74623,4575.226568,0,0,0,0
